,Binomial,Order,Family,Mass.g,Mass.Method,Mass.Source,Diet.Plant,Diet.Vertebrate,Diet.Invertebrate,Diet.Method,Diet.Source,AL,Source,HYP.x,LOP.x,Fully.coded,Genus,Species,Synonym,massg,HYP.y,LOP.y,FCT_HOD,FCT_AL,FCT_OL,FCT_SF,FCT_OT,FCT_CM,OO,ETH,LOPT,BUN
61,Capra_cylindricornis,Cetartiodactyla,Bovidae,50000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Transformed 000 Species,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",0,"Oksanen et al., 2019",3,2,Y,Capra,cylindricornis,NA,50000,3,2,1,0,1,0,0,0,1,0,0,0
62,Capra_falconeri,Cetartiodactyla,Bovidae,41000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Galbrun et al., ",3,2,Y,Capra,falconeri,NA,41000,3,2,1,0,1,0,0,0,1,0,0,0
63,Capra_ibex,Cetartiodactyla,Bovidae,85166.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Galbrun et al., ",3,2,Y,Capra,ibex,NA,85166.5,3,2,1,0,1,0,0,0,1,0,0,0
64,Capra_nubiana,Cetartiodactyla,Bovidae,62624.8,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Galbrun et al., ",3,2,Y,Capra,nubiana,NA,62624.8,3,2,1,0,1,0,0,0,1,0,0,0
65,Capra_pyrenaica,Cetartiodactyla,Bovidae,50000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Galbrun et al., ",3,2,Y,Capra,pyrenaica,NA,50000,3,2,1,0,1,0,0,0,1,0,0,0
66,Capra_sibirica,Cetartiodactyla,Bovidae,130000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Galbrun et al., ",3,2,Y,Capra,sibirica,NA,130000,3,2,1,0,1,0,0,0,1,0,0,0
67,Capra_walie,Cetartiodactyla,Bovidae,1.00E+05,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",3,2,Y,Capra,walie,NA,1.00E+05,3,2,1,0,1,0,0,0,1,0,0,0
68,Capreolus_capreolus,Cetartiodactyla,Cervidae,22500,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Galbrun et al., ",1,2,Y,Capreolus,capreolus,NA,22500,1,2,1,1,1,0,0,0,0,0,0,0
69,Capreolus_pygargus,Cetartiodactyla,Cervidae,43752.2,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Galbrun et al., ",1,2,Y,Capreolus,pygargus,NA,43752.2,1,2,1,1,1,0,0,0,0,0,0,0
70,Capricornis_crispus,Cetartiodactyla,Bovidae,37160,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Galbrun et al., ",3,2,Y,Capricornis,crispus,NA,37160,3,2,1,0,1,0,0,0,1,0,0,0
71,Capricornis_milneedwardsii,Cetartiodactyla,Bovidae,130000,Reported,"Wilson DE, Mittermeier RA. Handbook of the Mammals of the World - Volume 2 (2011)",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Galbrun et al., ",3,2,Y,Capricornis,milneedwardsii,NA,130000,3,2,1,0,1,0,0,0,1,0,0,0
72,Capricornis_rubidus,Cetartiodactyla,Bovidae,87500,Assumed isometric based on head-body length,"Wilson, D. E., et al. 2011. Handbook of the Mammals of the World: 2. Hoofed Mammals. First edition. Lynx Edicions, Barcelona.",100,0,0,Transformed 000 Genus,"Kissling, W. D., et al. 2014. Establishing macroecological trait datasets: digitalization, extrapolation, and validation of diet preferences in terrestrial mammals worldwide. Ecology and Evolution 4:2913-2930.",0,"Galbrun et al., ",3,2,Y,Capricornis,rubidus,NA,87500,3,2,1,0,1,0,0,0,1,0,0,0
73,Capricornis_sumatraensis,Cetartiodactyla,Bovidae,87500,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Galbrun et al., ",3,2,Y,Capricornis,sumatraensis,NA,87500,3,2,1,0,1,0,0,0,1,0,0,0
74,Capricornis_swinhoei,Cetartiodactyla,Bovidae,21000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Galbrun et al., ",2,2,Y,Capricornis,swinhoei,NA,21000,2,2,1,1,1,0,0,0,0,0,0,0
75,Capricornis_thar,Cetartiodactyla,Bovidae,112500,Reported,"Wilson DE, Mittermeier RA. Handbook of the Mammals of the World - Volume 2 (2011)",100,0,0,Transformed 000 Species,"Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.",0,"Galbrun et al., ",3,2,Y,Capricornis,thar,NA,112500,3,2,1,0,1,0,0,0,1,0,0,0
76,Catagonus_wagneri,Cetartiodactyla,Tayassuidae,35566.4,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",1,0,Y,Catagonus,wagneri,NA,35566.4,1,0,1,0,1,0,0,0,1,0,0,0
77,Cebus_aequatorialis,Primates,Cebidae,2175,Reported,"Wilson, D. E., et al., editors. 2013. Handbook of the Mammals of the World: 3. Primates. First edition. Lynx Edicions, Barcelona.",72,9,19,Imputed 000 Species,PHYLACINE 1.2.1,0,,1,0,Y,Cebus,aequatorialis,NA,2175,1,0,1,0,0,0,0,0,0,0,0,1
78,Cebus_albifrons,Primates,Cebidae,2629,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",70,10,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,,1,0,Y,Cebus,albifrons,NA,2629,1,0,1,0,0,0,0,0,0,0,0,1
79,Cebus_brunneus,Primates,Cebidae,2397.7,Imputed,PHYLACINE 1.2.1,73,9,18,Imputed 000 Species,PHYLACINE 1.2.1,0,,1,0,Y,Cebus,brunneus,NA,2397.7,1,0,1,0,0,0,0,0,0,0,0,1
80,Cebus_capucinus,Primates,Cebidae,2733,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",70,10,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",1,0,Y,Cebus,capucinus,NA,2733,1,0,1,0,0,0,0,0,0,0,0,1
81,Cebus_cesarae,Primates,Cebidae,2491.2,Imputed,PHYLACINE 1.2.1,72,9,19,Imputed 000 Species,PHYLACINE 1.2.1,0,,1,0,Y,Cebus,cesarae,NA,2491.2,1,0,1,0,0,0,0,0,0,0,0,1
82,Cebus_cuscinus,Primates,Cebidae,2900,Reported,"Wilson, D. E., et al., editors. 2013. Handbook of the Mammals of the World: 3. Primates. First edition. Lynx Edicions, Barcelona.",71,10,19,Imputed 000 Species,PHYLACINE 1.2.1,0,,1,0,Y,Cebus,cuscinus,NA,2900,1,0,1,0,0,0,0,0,0,0,0,1
83,Cebus_kaapori,Primates,Cebidae,2600,Reported,Global Ecology and Biogeography 17: 274-283 (2008),90,0,10,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,,1,0,Y,Cebus,kaapori,NA,2600,1,0,1,0,0,0,0,0,0,0,0,1
84,Cebus_malitiosus,Primates,Cebidae,2498.6,Imputed,PHYLACINE 1.2.1,72,9,19,Imputed 000 Species,PHYLACINE 1.2.1,0,,1,0,Y,Cebus,malitiosus,NA,2498.6,1,0,1,0,0,0,0,0,0,0,0,1
85,Cebus_versicolor,Primates,Cebidae,2504.4,Imputed,PHYLACINE 1.2.1,72,9,19,Imputed 000 Species,PHYLACINE 1.2.1,0,,1,0,Y,Cebus,versicolor,NA,2504.4,1,0,1,0,0,0,0,0,0,0,0,1
86,Cephalophus_adersi,Cetartiodactyla,Bovidae,9250,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",90,10,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",2,2,Y,Cephalophus,adersi,NA,9250,2,2,1,0,1,1,0,0,0,0,0,0
87,Cephalophus_callipygus,Cetartiodactyla,Bovidae,18249.9,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",90,10,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",2,2,Y,Cephalophus,callipygus,NA,18249.9,2,2,1,0,1,1,0,0,0,0,0,0
88,Cephalophus_dorsalis,Cetartiodactyla,Bovidae,20000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",90,10,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",2,2,Y,Cephalophus,dorsalis,NA,20000,2,2,1,0,1,1,0,0,0,0,0,0
89,Cephalophus_harveyi,Cetartiodactyla,Bovidae,14500.1,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Transformed 000 Species,"Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.",0,"Oksanen et al., 2019",2,2,Y,Cephalophus,harveyi,NA,14500.1,2,2,1,0,1,1,0,0,0,0,0,0
90,Cephalophus_jentinki,Cetartiodactyla,Bovidae,70000.3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",90,10,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Oksanen et al., 2019",2,2,Y,Cephalophus,jentinki,NA,70000.3,2,2,1,1,1,0,0,0,0,0,0,0
91,Cephalophus_leucogaster,Cetartiodactyla,Bovidae,12699.9,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",90,10,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",2,2,Y,Cephalophus,leucogaster,NA,12699.9,2,2,1,0,1,1,0,0,0,0,0,0
92,Cephalophus_natalensis,Cetartiodactyla,Bovidae,12000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",90,10,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Oksanen et al., 2019",2,2,Y,Cephalophus,natalensis,NA,12000,2,2,1,1,1,0,0,0,0,0,0,0
93,Cephalophus_niger,Cetartiodactyla,Bovidae,20400,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",90,10,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",2,2,Y,Cephalophus,niger,NA,20400,2,2,1,0,1,1,0,0,0,0,0,0
94,Cephalophus_nigrifrons,Cetartiodactyla,Bovidae,13899.8,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",90,10,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",2,2,Y,Cephalophus,nigrifrons,NA,13899.8,2,2,1,0,1,1,0,0,0,0,0,0
95,Cephalophus_ogilbyi,Cetartiodactyla,Bovidae,20000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",90,10,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",2,2,Y,Cephalophus,ogilbyi,NA,20000,2,2,1,0,1,1,0,0,0,0,0,0
96,Cephalophus_rufilatus,Cetartiodactyla,Bovidae,12000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",90,10,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",2,2,Y,Cephalophus,rufilatus,NA,12000,2,2,1,0,1,1,0,0,0,0,0,0
97,Cephalophus_silvicultor,Cetartiodactyla,Bovidae,72500.3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",90,10,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",2,2,Y,Cephalophus,silvicultor,NA,72500.3,2,2,1,0,1,1,0,0,0,0,0,0
98,Cephalophus_spadix,Cetartiodactyla,Bovidae,56000.3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",90,10,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",2,2,Y,Cephalophus,spadix,NA,56000.3,2,2,1,0,1,1,0,0,0,0,0,0
99,Cephalophus_weynsi,Cetartiodactyla,Bovidae,17000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",90,10,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",1,"Oksanen et al., 2019",2,2,Y,Cephalophus,weynsi,NA,17000,2,2,1,1,1,0,0,0,0,0,0,0
100,Cephalophus_zebra,Cetartiodactyla,Bovidae,17500.1,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",90,10,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",2,2,Y,Cephalophus,zebra,NA,17500.1,2,2,1,0,1,0,0,0,1,0,0,0
101,Ceratotherium_simum,Perissodactyla,Rhinocerotidae,2949986.3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",3,2,Y,Ceratotherium,simum,NA,2949986.3,3,2,1,0,1,0,1,1,0,0,0,0
102,Cercocebus_agilis,Primates,Cercopithecidae,8023.4,Reported,Global Ecology and Biogeography 18 :19-29 (2009),70,10,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",1,0,Y,Cercocebus,agilis,NA,8023.4,1,0,1,0,0,0,0,0,0,0,0,1
103,Cercocebus_atys,Primates,Cercopithecidae,7643.4,Reported,Global Ecology and Biogeography 18 :19-29 (2009),90,0,10,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",1,0,Y,Cercocebus,atys,NA,7643.4,1,0,1,0,0,0,0,0,0,0,0,1
104,Cercocebus_chrysogaster,Primates,Cercopithecidae,9475.6,Reported,Global Ecology and Biogeography 18 :19-29 (2009),100,0,0,Transformed 000 Species,"Gainsbury, A. M., et al. 2018. An updated global data set for diet preferences in terrestrial mammals: testing the validity of extrapolation. Mammal Review, 1-8.",0,"Oksanen et al., 2019",1,0,Y,Cercocebus,chrysogaster,NA,9475.6,1,0,1,0,0,0,0,0,0,0,0,1
105,Cercocebus_galeritus,Primates,Cercopithecidae,7383,Reported,Global Ecology and Biogeography 18 :19-29 (2009),70,10,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",1,0,Y,Cercocebus,galeritus,NA,7383,1,0,1,0,0,0,0,0,0,0,0,1
106,Cercocebus_lunulatus,Primates,Cercopithecidae,7275,Reported,"Wilson, D. E., et al., editors. 2013. Handbook of the Mammals of the World: 3. Primates. First edition. Lynx Edicions, Barcelona.",87,2,11,Imputed 000 Species,PHYLACINE 1.2.1,0,,1,0,Y,Cercocebus,lunulatus,NA,7275,1,0,1,0,0,0,0,0,0,0,0,1
107,Cercocebus_sanjei,Primates,Cercopithecidae,8023.4,Reported,Global Ecology and Biogeography 18 :19-29 (2009),100,0,0,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",1,0,Y,Cercocebus,sanjei,NA,8023.4,1,0,1,0,0,0,0,0,0,0,0,1
108,Cercocebus_torquatus,Primates,Cercopithecidae,8135.4,Reported,Global Ecology and Biogeography 18 :19-29 (2009),70,10,20,Reported 000 Species,"Wilman, H., et al. 2014. EltonTraits 1.0: species-level foraging attributes of the world's birds and mammals. Ecology 95:2027.",0,"Oksanen et al., 2019",1,0,Y,Cercocebus,torquatus,NA,8135.4,1,0,1,0,0,0,0,0,0,0,0,1
